Comparison stage no.,data//output//runtimePerformance//DECMO//SolutionSetSize200//,data//output//runtimePerformance//DECMO2//SolutionSetSize200//,data//output//runtimePerformance//DECMO2++//SolutionSetSize200//
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.0,0.0,0.4259130141523842
15,0.0,0.0,0.4259130141523842
16,0.0,0.0,0.8710376343676359
17,0.0,0.0,0.8710376343676359
18,0.0,0.3567110411838695,1.5745767344617265
19,0.0,0.3567110411838695,1.5745767344617265
20,0.0,0.8850569079886976,2.7415245851970798
21,0.0,0.8850569079886976,2.7415245851970798
22,0.0,1.0048156436093416,2.7415245851970798
23,0.0,1.0048156436093416,2.7415245851970798
24,0.0,1.7190804155371386,3.817420924939351
25,0.0,1.7190804155371386,3.817420924939351
26,0.0,2.126307459438843,4.31946741466776
27,0.0,2.126307459438843,4.31946741466776
28,0.0,2.234187267479754,6.003027931389373
29,0.0,2.234187267479754,6.003027931389373
30,0.024047374416306232,3.148458249792178,7.21280053336024
31,0.024047374416306232,3.148458249792178,7.21280053336024
32,0.024047374416306232,4.352575465180919,10.653897544240088
33,0.024047374416306232,4.352575465180919,10.653897544240088
34,0.2590018853000874,7.297209613297845,12.879224098457618
35,0.2590018853000874,7.297209613297845,12.879224098457618
36,0.2590018853000874,9.433792247159301,17.47913600179172
37,0.2590018853000874,9.433792247159301,17.47913600179172
38,0.2590018853000874,12.734139791563258,21.794656911480683
39,0.2590018853000874,12.734139791563258,21.794656911480683
40,0.7513149578332438,15.80304882668363,28.912442187265246
41,0.7513149578332438,15.80304882668363,28.912442187265246
42,0.7513149578332438,19.109100211627997,35.44632709156263
43,0.7513149578332438,19.109100211627997,35.44632709156263
44,1.3060520828597828,22.847583829216827,42.84616704334802
45,1.3060520828597828,22.847583829216827,42.84616704334802
46,1.750482956483498,27.79042737657978,50.65786345476374
47,1.750482956483498,27.79042737657978,50.65786345476374
48,1.8289948729753467,33.17568197446081,58.254541882257314
49,1.8289948729753467,33.17568197446081,58.254541882257314
50,2.477471033256891,38.72873103826024,64.18880066789166
51,2.477471033256891,38.72873103826024,64.18880066789166
52,3.4014248678622856,43.96776436998789,70.09573626330034
53,3.4014248678622856,43.96776436998789,70.09573626330034
54,5.7492757966236745,51.25820765620075,74.67626852640056
55,5.7492757966236745,51.25820765620075,74.67626852640056
56,8.563923028209995,56.69755384185491,79.20161017486393
57,8.563923028209995,56.69755384185491,79.20161017486393
58,10.035921929655377,63.20732290994202,82.60239840484542
59,10.035921929655377,63.20732290994202,82.60239840484542
60,13.343017953447484,68.59863606938926,85.48452180017908
61,13.343017953447484,68.59863606938926,85.48452180017908
62,16.596339283637715,73.61072990993672,88.07942082342609
63,16.596339283637715,73.61072990993672,88.07942082342609
64,20.664263117256933,77.90866634103561,90.45018527851728
65,20.664263117256933,77.90866634103561,90.45018527851728
66,25.305789448942466,81.20622163480256,91.98433449458786
67,25.305789448942466,81.20622163480256,91.98433449458786
68,28.486402670907644,84.71135787830379,93.51512461247005
69,28.486402670907644,84.71135787830379,93.51512461247005
70,32.98316971378115,87.85387119129068,94.54084963505605
71,32.98316971378115,87.85387119129068,94.54084963505605
72,36.88876083202376,90.42721661355539,95.57965274891487
73,36.88876083202376,90.42721661355539,95.57965274891487
74,42.016754161170645,92.31761365311343,96.3125429214083
75,42.016754161170645,92.31761365311343,96.3125429214083
76,47.52257734402712,93.72637315111933,97.0460634928151
77,47.52257734402712,93.72637315111933,97.0460634928151
78,54.494702975372824,94.74296157033721,97.50507128328864
79,54.494702975372824,94.74296157033721,97.50507128328864
80,59.5098157102543,95.89796877140304,97.97543012772405
81,59.5098157102543,95.89796877140304,97.97543012772405
82,65.38276752086547,96.70284578946583,98.32395739785741
83,65.38276752086547,96.70284578946583,98.32395739785741
84,70.2108446607093,97.33112075196861,98.62675330275826
85,70.2108446607093,97.33112075196861,98.62675330275826
86,73.88273311524324,97.80933946969552,98.91877995476665
87,73.88273311524324,97.80933946969552,98.91877995476665
88,76.71206442750206,98.22864057370441,99.12494468681138
89,76.71206442750206,98.22864057370441,99.12494468681138
90,80.01335580558961,98.63694363753055,99.31465183955987
91,80.01335580558961,98.63694363753055,99.31465183955987
92,82.92833326961276,98.92693556527344,99.42124197477294
93,82.92833326961276,98.92693556527344,99.42124197477294
94,86.3300630969045,99.14399271808243,99.5692595716784
95,86.3300630969045,99.14399271808243,99.5692595716784
96,88.80247273561986,99.30354866130378,99.62398209802491
97,88.80247273561986,99.30354866130378,99.62398209802491
98,90.3894748162491,99.46116600234994,99.72781414528686
99,90.3894748162491,99.46116600234994,99.72781414528686
100,92.54615458652795,99.60326776131264,99.74878778460814
101,92.54615458652795,99.60326776131264,99.74878778460814
102,94.17708087869673,99.70733791764853,99.83375311341305
103,94.17708087869673,99.70733791764853,99.83375311341305
104,95.74770710343186,99.78504288957036,99.84414000731489
105,95.74770710343186,99.78504288957036,99.84414000731489
106,96.9150487486166,99.86454958184433,99.91221307515686
107,96.9150487486166,99.86454958184433,99.91221307515686
108,97.66549327492665,99.92673044802844,99.90165601759455
109,97.66549327492665,99.92673044802844,99.90165601759455
110,98.28711233884134,99.98327610969245,99.97151774639958
111,98.28711233884134,99.98327610969245,99.97151774639958
112,98.74284296489573,100.0,99.9531522677024
113,98.74284296489573,100.0,99.9531522677024
114,99.08329951892321,100.0,100.0
115,99.08329951892321,100.0,100.0
116,99.35140636623504,100.0,99.98415747145792
117,99.35140636623504,100.0,99.98415747145792
